Index,x,y
55,1.8265692043599E+00,1.39091205840476E-02
56,9.94111165768365E-01,3.48136607922389E-01
57,4.25850682762208E-01,-3.05351843558426E-01
58,-1.08366702763556E+00,7.18955323924285E-02
59,1.05347261715445E-01,3.40845851835356E-01
60,1.96104026356247E-01,1.02534409392821E+00
61,1.47494328116814E+00,-3.90200597322015E-01
62,-9.96642785129125E-01,2.68767795629324E-01
63,7.57328127243544E-02,6.62060543120025E-02
64,4.55272351720353E-01,-2.79244526619433E-01
65,1.15418596662864E+00,-5.54688785774599E-01
66,5.85192300280721E-01,8.99817062448897E-01
67,3.76198401772623E-02,1.01189796738391E+00
68,-4.33269197174453E-02,4.13904967025161E-01
69,-8.64938492610086E-01,3.98765631012755E-01
70,-9.24398248317643E-01,2.85921903994352E-01
71,8.9106166854586E-01,4.94301796811361E-01
72,1.02122246224524E+00,-5.03945393979735E-01
73,2.75096722655807E-01,9.71941582814837E-01
74,1.28482659402532E+00,-4.56729151847541E-01
75,1.94487025504047E+00,3.48361097493898E-01
76,2.82721794271309E-02,4.44977306142131E-01
77,1.03356047957392E+00,2.32312551762907E-01
78,8.1820034060665E-01,4.17235088421365E-01
79,-6.59898314103564E-01,8.00168503912098E-01
80,4.20904852749907E-01,1.02198777668348E+00
81,-6.39682248700582E-01,7.75786750329792E-01
82,1.58978599047599E+00,-2.82120552238752E-01
83,9.89094990541401E-01,3.71520336962526E-01
84,-6.5010299586981E-01,9.10745673925713E-01
85,1.89983002570936E+00,3.85123538166259E-01
86,1.05419027413171E+00,2.9010430624643E-01
87,6.76332667449098E-01,-5.13802780149413E-01
88,1.96439412356994E+00,2.56563641363123E-01
89,-1.01516804015284E+00,2.14612964249503E-02
90,7.24552899341104E-01,-3.79512707960559E-01
91,1.07244571405807E+00,1.87220892565147E-01
92,-8.59455970166303E-01,5.21598418415953E-01
93,1.69709530176033E+00,-2.47586014570058E-01
94,-6.67133262101404E-02,1.0281110882606E+00
95,7.92261033661152E-01,6.48040803071245E-01
96,-7.65738935134479E-01,7.8910449271502E-01
97,-4.83939049377421E-01,8.56844883829992E-01
98,5.97642971637553E-03,9.37892442690234E-01
99,-7.32467339090966E-01,7.66273393710785E-01
100,1.78028033620056E+00,-2.66717716083725E-01
101,1.02477580652454E+00,3.51581028098E-01
102,1.96123940571433E+00,2.59186154082776E-01
103,1.94967976623733E+00,1.81985463159537E-01
104,1.54256634572906E-01,1.02619610625519E+00
105,6.26972224043537E-01,-4.31594201134826E-01
106,9.27445337641535E-02,2.95477266622385E-01
107,1.15407275027824E-01,1.01539964419468E+00
108,1.46298538955135E+00,-3.5075887853297E-01
109,9.1416141102642E-01,-5.27903021291397E-01
110,4.97564135808955E-02,3.97590903213503E-01
111,7.87607509854883E-01,6.26291893081212E-01
112,7.83183563997383E-01,-5.16558683981211E-01
113,1.00769063147878E+00,9.0116852417676E-02
114,-9.65519831050109E-01,2.72941198921126E-01
115,9.81760965673978E-01,2.81365105779152E-01
116,-6.83655147205113E-01,6.82455014315562E-01
117,1.82910100223152E+00,-2.72034927303901E-02
118,-4.19067684312586E-01,9.09957636970159E-01
119,1.99026296469341E+00,4.56223424336874E-01
120,9.04847694683448E-01,3.02248596633195E-01
121,-2.48796472169936E-02,9.61121522125862E-01
122,-2.21506572256763E-01,1.02223147766316E+00
123,9.19908435795473E-01,5.54530833349794E-01
124,-6.61241438564721E-01,7.03067228199621E-01
125,2.43166500324251E-01,9.5084518439174E-01
126,1.74408314363721E+00,6.14724249648677E-02
127,1.95325944454736E+00,1.57966846149836E-01
128,9.59629615199778E-01,3.15338334002223E-01
129,1.74161169100059E+00,-8.50649958367019E-02
130,3.79227423192658E-01,-3.19103620601601E-01
131,1.81962556836495E+00,5.59222624981339E-02
132,-8.63403886191998E-01,4.50015989398466E-01
133,1.94494648870001E+00,3.86039318629142E-01
134,4.61799767221979E-01,-3.36035305334922E-01
135,1.22572903259533E+00,-4.53481994071755E-01
136,6.55806733600097E-02,-7.40450564571161E-02
137,-6.49913953396933E-02,9.4781022711474E-01
138,5.39041750495541E-03,1.00998038843267E+00
139,1.31067642166617E+00,-4.85628085802215E-01
140,1.89634756538957E+00,4.92721785539987E-01
141,-9.20449193972943E-01,3.81457118721665E-01
142,4.23938082998889E-01,8.56479628603426E-01
143,7.41864090223062E-01,6.81484418410886E-01
144,3.63773995247413E-01,9.68106686820585E-01
145,-9.61394269878884E-01,3.93160750030126E-01
146,-3.24963389392501E-01,8.06227288273323E-01
147,7.82622344912004E-01,4.70618878746892E-01
148,1.05520983484957E+00,-4.97433085942137E-01
149,-9.91374663164583E-01,2.85287737262851E-01
150,-7.07084224504906E-01,6.71040233753206E-01
151,3.87953535923388E-01,-1.60015271439447E-01
152,1.87143116634285E+00,5.16793473383758E-02
153,-7.83542910378854E-01,3.79180966735329E-01
154,-7.46560213317074E-01,7.64228417260858E-01
155,1.93220899785147E+00,1.40141566312027E-01
156,1.27868248673527E+00,-3.99022974989337E-01
157,4.30780193692741E-02,9.74323887324078E-02
158,1.08996237752671E-01,1.03400665169124E+00
159,-9.97700676268637E-01,2.1420578163069E-01
160,1.53412917886523E+00,-4.20475634394578E-01
161,8.12655994993111E-01,-5.32050477448962E-01
162,5.65948870017724E-01,-4.38970199661765E-01
163,3.91613947919731E-01,-3.13056779180266E-01
164,-5.89602702634253E-01,7.55311549440192E-01
165,6.42126650847357E-01,7.83647177757615E-01
166,9.7112191136126E-01,9.14169710621634E-02
167,9.79328878731575E-01,3.98104358976038E-01
168,8.05686339318416E-01,5.7620438785135E-01
169,1.78466435176346E+00,-2.20792553007974E-01
170,1.7981195186201E+00,-1.06259180952519E-01
171,1.61549904384611E-01,1.05590518933682E+00
172,7.85242818214223E-01,-4.9764197320243E-01
173,2.02810219277145E+00,2.49757115773245E-01
174,-1.77028390820663E-01,9.61897620987738E-01
175,5.84778211566609E-01,-3.14575431469105E-01
176,9.71701496076254E-01,1.00253021190954E-01
177,-5.47334584688949E-01,8.69776600592024E-01
178,4.7108779584455E-01,8.86926328850353E-01
179,3.4884934091079E-01,9.77005927400248E-01
180,5.72560766325349E-01,8.08125572144148E-01
181,1.84395108459259E+00,3.78655171491117E-03
182,8.93101980025099E-01,5.70826691996253E-01
183,8.85636589040722E-01,2.25941236190045E-01
184,1.99540183065389E-01,-1.41792016371971E-01
185,9.80122906480563E-01,5.40611512507688E-02
186,-4.52177878441349E-01,9.35984050800129E-01
187,1.73971927613093E+00,-1.77177337934942E-01
188,-1.38203685184976E-01,1.01936382901959E+00
189,1.43823272324519E+00,-4.3168152637311E-01
190,4.29376272206357E-01,-3.14214235416665E-01
191,2.06286387988358E-01,-9.4274113998409E-02
192,1.71540151662034E+00,-2.07197829267858E-01
193,5.66148781248693E-01,-3.18686249347243E-01
194,2.0389238391907E+00,5.54642726467034E-01
195,1.94352938704416E+00,3.52262921909528E-01
196,4.1786032865605E-01,9.83087885761613E-01
197,-9.26518060564999E-01,2.95578552390446E-01
198,4.05836917548754E-01,8.8094628738571E-01
199,1.92215690151137E+00,5.18725715825912E-02
200,1.9339038216561E+00,2.62945215771103E-01
201,-7.74703956246765E-01,5.87628956986324E-01
202,1.96006205720374E+00,4.16249140242506E-01
203,-1.03424584744295E+00,-5.55219024543894E-03
204,5.87773131302309E-01,8.38052140064761E-01
205,7.10770878081031E-02,1.25081548290231E-01
206,2.09522527220984E-01,4.07732899682191E-02
207,-2.79878057817754E-01,9.09298174754731E-01
208,1.05202041640707E+00,-5.46973564120359E-01
209,1.94272401151879E+00,1.80007072732169E-01
210,8.70460245304274E-01,6.39014491017108E-01
211,1.91570220444812E+00,2.96786414588977E-01
212,2.37662314625452E-01,-9.99199291827015E-03
213,-5.47846790769338E-01,9.15327584345221E-01
214,2.64118914192903E-01,-3.3926942691269E-01
215,4.4835720711334E-01,-2.44358988546105E-01
216,8.28446150562108E-01,-5.53079978248792E-01
217,-9.24075223295157E-03,2.96634853728073E-01
218,8.70286856846997E-01,4.65955956545808E-01
219,8.37979426281794E-01,4.36581314035493E-01
220,-9.2238135008377E-01,5.4719544195357E-01
221,1.11642049804975E-01,-9.3231789168626E-02
222,1.59446679356987E-01,9.89472984615872E-01
223,1.05374155795409E-01,1.229482118535E-01
224,6.41716557521609E-02,9.15108548247703E-01
225,1.91167762957539E+00,3.09558552369108E-01
226,1.02745991649752E+00,-4.74510543462678E-01
227,-6.2092115723364E-01,8.93916609130284E-01
228,3.01981535972787E-01,-1.70404249484793E-01
229,6.86432559413856E-01,7.22193132077045E-01
230,1.8989032889798E-01,-1.99714852666238E-01
231,1.17665215991452E+00,-4.33027419350643E-01
232,3.4127957258804E-01,8.85850322669374E-01
233,1.8229005618803E-01,-4.07858309954903E-02
234,-1.01848899428096E+00,2.51475295628184E-02
235,6.15768064101101E-01,7.9856468796288E-01
236,1.61691851103589E-01,-3.27266940344753E-02
237,4.58239423302917E-01,9.44024453011499E-01
238,2.23015463660968E-02,3.60289342649377E-01
239,-2.15611200639328E-01,1.03408894043606E+00
240,4.68767766434984E-01,-4.3090330523589E-01
241,8.976821139793E-01,4.20982179024389E-01
242,9.04280328085596E-01,-9.50067166827361E-02
243,9.82410195104744E-01,-4.93175328098104E-01
244,8.80422860402279E-01,1.4358762691171E-01
245,1.01649633998372E+00,2.90050227229889E-01
246,8.83769689162023E-03,9.00684822511132E-02
247,-5.61165370650842E-01,8.65819201242864E-01
248,-9.84112491367537E-02,1.04410593016826E+00
249,3.19623584274518E-01,9.6777828224891E-01
250,2.17262815344777E-01,-1.4865622788218E-01
251,6.84143578584975E-02,1.13382701710696E-01
252,1.0043423104712E+00,1.22843173361287E-01
253,-8.64627294631235E-01,4.10881627669425E-01
254,6.72333886511423E-01,7.68640218613986E-01
255,1.89659470318868E+00,9.13988685895363E-02
256,6.28613694412429E-01,-4.75045245383532E-01
257,-1.05697154217061E+00,1.44010705279241E-01
258,1.30863492439462E+00,-5.2037444663937E-01
259,1.92639520571875E+00,3.40016802923032E-01
260,3.45423529139857E-01,-1.90030855705816E-01
261,1.58779183863118E+00,-2.09260604829379E-01
262,5.76240725556224E-02,2.09421900798486E-01
263,5.95052441542233E-01,7.70436283419686E-01
264,7.49155226068919E-01,-4.47804280161926E-01
265,5.20937441361096E-01,8.65051093780026E-01
266,1.1200274820658E+00,-5.39933679586174E-01
267,-1.00308507207458E+00,2.93753658165572E-01
268,-3.48009155921652E-02,9.77597327753809E-02
269,1.25131484044907E+00,-4.84336713939972E-01
270,1.55104950208883E-01,1.54630764340064E-02
271,1.95292868037159E+00,2.67254600097734E-01
272,1.22012228010141E+00,-5.10911657496464E-01
273,1.94288848951708E-01,-1.71845245227156E-01
274,-6.71114067398626E-02,1.02838669976689E+00
275,1.18510372169776E+00,-4.82545362501078E-01
276,1.71289755470847E+00,-2.14062174177185E-01
277,-5.60481712012897E-01,9.10470713442366E-01
278,-6.49802021732472E-01,7.35178995626482E-01
279,4.48919641019175E-02,1.06565133627321E+00
280,1.83473665658817E-02,3.49465041083636E-01
281,7.38806295224072E-01,8.22489858151773E-01
282,7.53401553247805E-01,-4.58447821077839E-01
283,-6.46011201854898E-01,8.13222702998963E-01
284,8.27076598223474E-01,5.70631952744148E-01
285,8.30666131660407E-01,5.41729645509185E-01
286,-8.52166665878807E-01,5.32021512941681E-01
287,-8.14852195755286E-01,5.35163189363564E-01
288,-1.00698982353357E+00,2.64868993072942E-01
289,-4.65541048718975E-01,8.62324604511114E-01
290,6.76976085550622E-01,-4.59266206088777E-01
291,4.6558966600562E-01,-3.34368321065676E-01
292,-9.55803287598572E-01,2.616474124253E-01
293,8.7818992373385E-02,3.47430128504409E-01
294,-7.50528407167972E-01,7.2904545774639E-01
295,-1.12581327919206E-01,9.85690747250452E-01
296,2.0044443869349E+00,4.82980882812939E-01
297,7.22911994055442E-01,7.08049724850664E-01
298,-1.01649367229094E+00,8.44466235499409E-02
299,1.99428421575736E+00,1.63929798343262E-01
300,1.00983451826894E+00,-5.49332092274838E-01
301,8.27562631368513E-01,-5.1801212467299E-01
302,8.76940095128993E-01,-4.67974963618517E-01
303,1.43153770371177E+00,-3.91195265208479E-01
304,3.35732112209727E-01,-1.92719099555469E-01
305,-7.38618986946365E-02,4.91889304036727E-01
306,-3.00084521137416E-01,9.76068327459238E-01
307,1.50986554964414E+00,-4.70732655182781E-01
308,1.89760280506717E+00,-1.09560454192702E-01
309,4.87532026314038E-02,2.00045115010197E-01
310,9.85802280527188E-01,1.3876625703669E-01
311,1.16595116298656E-01,1.04823564000465E+00
312,2.08388920961627E+00,4.048564570988E-01
313,-8.25655783641619E-01,5.27219361227087E-01
314,1.57854881225062E+00,-2.17441617520325E-01
315,-3.8350846768821E-01,9.38372864396322E-01
316,-2.04593711359712E-01,9.5253278761144E-01
317,2.38771036881724E-01,-2.33986946241868E-01
318,1.13618492001955E+00,-4.03823819393474E-01
319,2.37747606132237E-01,9.65839247618968E-01
320,1.23051298527138E+00,-4.43897048347217E-01
321,1.89527213436244E+00,1.1920925466924E-01
322,1.96764150486516E+00,9.38066323152483E-02
323,1.05360738127534E+00,-4.96948993893654E-01
324,-2.74146658497057E-02,9.28447542503176E-01
325,5.59131350808129E-01,8.1392329332947E-01
326,1.06667776726057E+00,-4.64909374480418E-01
327,-2.87416825272867E-01,8.42965616379193E-01
328,9.50105551007947E-01,1.91354989355356E-01
329,1.89750781682621E+00,1.05694825429333E-02
330,-8.27526743256001E-01,5.0510416249119E-01
331,1.16895237906343E+00,-6.4290809870689E-01
332,1.58546192816084E+00,-4.09228998319524E-01
333,-8.00088857917638E-01,5.28007284598459E-01
334,1.6288089899765E+00,-2.93950154183231E-01
335,6.52223428636846E-01,7.45116062843795E-01
336,-1.93852654766488E-01,9.730812504596E-01
337,-6.33501626712387E-02,4.01684707934977E-01
338,1.98287229156705E+00,3.10458743004314E-01
339,-5.89107231064855E-01,7.97684049563198E-01
340,-6.52544481657235E-01,8.22839329375924E-01
341,-1.02577124312346E+00,1.01384681953346E-01
342,1.76549825343516E+00,-7.52717173405385E-02
343,1.89879337773249E+00,1.08411755585372E-01
344,3.69792272948093E-01,-2.83813720539557E-01
345,-8.50697003911889E-01,3.85649728816368E-01
346,8.85931316046452E-01,-4.83780376969181E-01
347,-8.39523720146785E-01,5.26265115460181E-01
348,-9.49166698865104E-01,1.85839174469222E-01
349,9.88121188885304E-01,3.24346689462335E-01
350,1.93705373933951E+00,-1.64406508047481E-02
351,-8.98229005419747E-01,1.01513004697537E-01
352,-5.36021533279286E-02,1.45613065321463E-01
353,1.59117104537877E+00,-3.14782509749877E-01
354,-2.65576917940075E-01,9.49340050894912E-01
355,-9.32060232395215E-01,5.62430217594203E-01
356,1.17921409716561E+00,-4.37390436867421E-01
357,8.04740034603166E-01,5.3377749114576E-01
358,6.57493848219894E-01,-4.86558782394217E-01
359,1.00435130694155E+00,2.29395257052323E-01
360,1.80442623387886E+00,-1.51692846037619E-01
361,1.03060594696114E-01,8.22218849938056E-02
362,1.42561476205307E+00,-4.73280797602352E-01
363,4.07219286726317E-01,9.70851847892387E-01
364,-8.65766064508947E-01,4.29966925757175E-01
365,8.22772117717341E-01,-4.92082493387931E-01
366,-1.30601497044785E-01,1.06231973684259E+00
367,1.38717318692501E-01,8.96519122169967E-02
368,5.03987179608524E-01,-3.95021969972133E-01
369,8.16491979970594E-01,6.02269499379693E-01
370,1.58802655929065E+00,-3.84458287601228E-01
371,4.2374001284363E-02,1.04845173511639E+00
372,3.5573688382258E-01,9.66996979642525E-01
373,2.03110042135195E+00,4.70059467339097E-01
374,9.82551547867287E-01,-4.54997894867026E-01
375,1.2903308449736E+00,-5.2318030118303E-01
376,-4.73058505110242E-01,8.44407049718424E-01
377,1.9652970400465E+00,1.49138460861302E-01
378,-2.86130570041767E-02,4.90590946266531E-01
379,9.56719868701821E-01,-4.41982230586152E-01
380,1.46672497446368E-01,1.10538337367809E-01
381,-8.18064603103667E-01,3.81717806819405E-01
382,5.68199554581048E-01,8.11697052771295E-01
383,4.07067269675085E-02,2.61294575529473E-01
384,-8.94341883227184E-01,1.67366975399286E-01
385,5.95935324332998E-01,8.28375797128987E-01
386,8.95945854363156E-01,7.345853005887E-02
387,5.27423579475102E-01,8.85851093015803E-01
388,2.63605051547323E-01,-1.99998005955257E-01
389,1.61667031084621E+00,-2.84633304106276E-01
390,8.72089870202267E-01,4.86353794042848E-01
391,1.69056406217463E+00,-1.73290544394347E-01
392,1.4181769480469E+00,-3.88481399555413E-01
393,1.90051078457092E+00,1.93195709721418E-01
394,1.75158584011607E+00,-1.09308791898225E-01
395,-1.07684287278709E-03,2.50399040430999E-01
396,1.4834823383516E+00,-3.69832932694877E-01
397,-1.77623483683561E-01,1.00103247852535E+00
398,2.49412874259401E-01,-1.59294208784711E-01
399,8.45767415140624E-01,5.68241843740042E-01
400,3.31908317418192E-01,-3.19425232753639E-01
401,4.84031474995086E-01,8.74863819656328E-01
402,1.74130117743731E+00,-1.86689203490648E-01
403,4.93353621515276E-01,-3.44184670703246E-01
404,1.79682117215286E+00,-2.32250661227674E-01
405,-9.64187080561441E-01,3.4981762986404E-01
406,-3.6139183567404E-01,9.7485522290482E-01
407,1.99090291938039E+00,3.7482256990879E-01
408,8.89109743996775E-01,-5.01859067834826E-01
409,-1.05311653239474E+00,1.42292933078114E-01
410,8.82917745803728E-01,4.56676335957463E-01
411,-9.10797669723087E-01,2.4258702362793E-01
412,6.43165041382299E-01,-3.87670827715607E-01
413,-3.20136126850727E-01,8.8741518613871E-01
414,1.85165000044338E+00,6.07726655073072E-04
415,-5.05508678804239E-01,8.36575098207557E-01
416,-9.00636418562353E-01,4.18068756622899E-01
417,-9.41634444019898E-04,3.66190316968763E-01
418,2.47359391667476E-01,-1.17539419522709E-01
419,2.02621338484764E+00,4.72507654706978E-01
420,-6.38326096388009E-04,1.03681139015244E+00
421,-6.99373027224177E-01,6.39673416916222E-01
422,-8.29504853923809E-01,6.4179384350938E-01
423,7.9251308322028E-01,-5.01860713604848E-01
424,1.00176059972544E+00,1.48274085007169E-01
425,4.04325094659743E-02,9.99709190963441E-01
426,9.59840547901793E-01,1.78778672120028E-02
427,-7.07452556350201E-01,6.52580120492074E-01
428,-6.17619209591482E-01,7.84462981950939E-01
429,9.71162979828469E-03,-5.50737610833574E-02
430,-9.54420947995634E-01,2.53724211793292E-01
431,7.60326639495375E-04,4.20525609096273E-01
432,6.69819234862388E-01,-3.98762068330496E-01
433,6.61421466439942E-01,-4.67357726735834E-01
434,-2.75958842202288E-01,9.71913863054039E-01
435,6.6736233111437E-01,7.26656574304251E-01
436,1.20145529727888E+00,-4.24578851613015E-01
437,6.83013995788839E-01,9.2904620057102E-01
438,-3.45249292687252E-02,5.35945820000193E-01
439,1.61546676842881E+00,-2.74029676321042E-01
440,3.31887280197118E-01,-3.49392879234243E-01
441,7.69301960847732E-01,5.89180364335482E-01
442,7.98116844560295E-02,2.43244763002552E-01
443,9.98100540621914E-01,3.00376664073696E-01
444,2.21968079354705E-01,-1.10288448228476E-01
445,3.09078357497403E-01,-3.18880644515634E-01
446,2.07873437262052E-01,9.31076886893045E-01
447,1.3573647262366E+00,-4.15044349020431E-01
448,1.67063216830675E+00,-2.82242146663881E-01
449,1.54054907582102E-01,-6.92247475382486E-02
450,6.90843496336889E-01,6.65246434557452E-01
451,7.2644032978506E-01,6.93611866009649E-01
452,-1.02473069846756E+00,4.35661369437017E-01
453,1.82196298525768E+00,-8.65747635370675E-02
454,9.74500686445793E-01,6.53421749664487E-02
455,1.35172491998109E-01,1.71679487605194E-01
456,-1.01840660710765E+00,1.24603643352612E-01
457,-4.44273462018608E-01,8.75005195033763E-01
458,-7.95604721706517E-02,9.58313168210283E-01
459,1.84140513081399E-02,1.05654078179683E+00
460,1.8807982656245E+00,1.19789034193523E-01
461,1.35455614193163E+00,-3.73218276277423E-01
462,2.92542777002042E-01,8.30331991279605E-01
463,1.47236135045991E+00,-4.05205402456898E-01
464,-6.41073727931802E-01,7.57593775912588E-01
465,1.04347876796722E+00,-6.00486989230718E-01
466,5.79149087612009E-01,8.70371796406667E-01
467,-4.96229093644251E-01,9.69759314535038E-01
468,3.00954659248694E-01,-2.32788923695019E-01
469,1.85408518275141E+00,-4.13868694594034E-02
470,-1.499020472562E-01,1.09182478182353E+00
471,5.10479101649955E-01,8.73787638876239E-01
472,1.24977383704478E+00,-4.95351834423986E-01
473,-7.64522620730658E-01,5.14258460782386E-01
474,-8.37004177072242E-01,7.55028846265641E-01
475,4.65387172504407E-02,9.5086753696657E-01
476,-8.85386224511284E-01,2.88928757792501E-01
477,1.66524209037044E+00,-1.86591658336013E-01
478,-1.04566599126233E+00,1.38320447664283E-01
479,-9.93917994913737E-01,8.42278198211963E-02
480,1.74689607750044E+00,-3.12749435143545E-01
481,4.25049547883327E-01,8.80399813845621E-01
482,7.6322178496755E-01,6.98337143710594E-01
483,1.5616215874693E+00,-3.49650159264301E-01
484,7.12656213175562E-02,-2.99294862420502E-02
485,3.70775586050471E-02,2.04874552599324E-01
486,9.96737156666375E-01,-4.20776626191913E-01
487,-4.69638578038594E-01,9.41601458423635E-01
488,-1.94903528791921E-01,9.988242672047E-01
489,7.0716202833556E-01,7.15203137502527E-01
490,5.06505173683609E-01,1.01477846407685E+00
491,9.1058191247289E-01,3.97296006717846E-01
492,1.88879586528966E-01,9.65581854378754E-01
493,4.3419885664502E-01,-3.70524378330462E-01
494,7.48443197438843E-01,6.27957140566617E-01
495,2.07089777845177E+00,2.65525676395669E-01
496,6.92362794695576E-02,1.85388776130625E-01
497,8.33666602466541E-01,5.09932907724589E-01
498,1.61177702090193E+00,-3.35391490012497E-01
499,9.63037563981402E-02,5.05628468613263E-02
500,1.93993468810355E+00,1.3698251253103E-01
